NZ Port,Citizenship,Count,Year
Akaroa,Australia,73145,2015
Akaroa,Austria,125,2015
Akaroa,Belgium,158,2015
Akaroa,Brazil,314,2015
Akaroa,Canada,4522,2015
Akaroa,"China, Peoples Republic of",1507,2015
Akaroa,Denmark,143,2015
Akaroa,France,266,2015
Akaroa,Germany,1202,2015
Akaroa,Hong Kong (Special Admin Reg),417,2015
Akaroa,India,118,2015
Akaroa,Ireland,176,2015
Akaroa,Israel,243,2015
Akaroa,Italy,234,2015
Akaroa,Japan,845,2015
Akaroa,Malaysia,342,2015
Akaroa,Mexico,439,2015
Akaroa,Netherlands,383,2015
Akaroa,New Zealand,6294,2015
Akaroa,Philippines,145,2015
Akaroa,Russia,281,2015
Akaroa,Singapore,193,2015
Akaroa,South Africa,209,2015
Akaroa,Spain,105,2015
Akaroa,Sweden,276,2015
Akaroa,Switzerland,423,2015
Akaroa,Taiwan,177,2015
Akaroa,United Kingdom,8782,2015
Akaroa,United States of America,25142,2015
Auckland,Australia,92859,2015
Auckland,Austria,384,2015
Auckland,Belgium,328,2015
Auckland,Brazil,392,2015
Auckland,Canada,6010,2015
Auckland,Chile,124,2015
Auckland,"China, Peoples Republic of",2324,2015
Auckland,Denmark,285,2015
Auckland,Finland,105,2015
Auckland,France,1445,2015
Auckland,Germany,4244,2015
Auckland,Hong Kong (Special Admin Reg),549,2015
Auckland,India,217,2015
Auckland,Ireland,266,2015
Auckland,Israel,266,2015
Auckland,Italy,702,2015
Auckland,Japan,1451,2015
Auckland,"Korea, Republic of",156,2015
Auckland,Malaysia,441,2015
Auckland,Mexico,509,2015
Auckland,Netherlands,560,2015
Auckland,New Zealand,18642,2015
Auckland,Norway,150,2015
Auckland,Philippines,207,2015
Auckland,Portugal,101,2015
Auckland,Russia,372,2015
Auckland,Singapore,260,2015
Auckland,South Africa,365,2015
Auckland,Spain,303,2015
Auckland,Sweden,354,2015
Auckland,Switzerland,901,2015
Auckland,Taiwan,246,2015
Auckland,United Kingdom,11575,2015
Auckland,United States of America,30840,2015
Bay of Islands,Australia,30910,2015
Bay of Islands,Austria,183,2015
Bay of Islands,Canada,2490,2015
Bay of Islands,"China, Peoples Republic of",350,2015
Bay of Islands,Denmark,183,2015
Bay of Islands,France,314,2015
Bay of Islands,Germany,2987,2015
Bay of Islands,Hong Kong (Special Admin Reg),210,2015
Bay of Islands,Ireland,110,2015
Bay of Islands,Israel,130,2015
Bay of Islands,Italy,103,2015
Bay of Islands,Japan,181,2015
Bay of Islands,Malaysia,118,2015
Bay of Islands,Mexico,105,2015
Bay of Islands,Netherlands,226,2015
Bay of Islands,New Zealand,1873,2015
Bay of Islands,Russia,150,2015
Bay of Islands,Singapore,109,2015
Bay of Islands,South Africa,111,2015
Bay of Islands,Sweden,170,2015
Bay of Islands,Switzerland,401,2015
Bay of Islands,United Kingdom,5526,2015
Bay of Islands,United States of America,11070,2015
Dunedin,Australia,76722,2015
Dunedin,Austria,158,2015
Dunedin,Belgium,138,2015
Dunedin,Brazil,309,2015
Dunedin,Canada,4203,2015
Dunedin,"China, Peoples Republic of",1521,2015
Dunedin,Denmark,143,2015
Dunedin,France,271,2015
Dunedin,Germany,1623,2015
Dunedin,Hong Kong (Special Admin Reg),444,2015
Dunedin,India,123,2015
Dunedin,Ireland,185,2015
Dunedin,Israel,248,2015
Dunedin,Italy,245,2015
Dunedin,Japan,857,2015
Dunedin,Malaysia,356,2015
Dunedin,Mexico,438,2015
Dunedin,Netherlands,372,2015
Dunedin,New Zealand,6251,2015
Dunedin,Philippines,148,2015
Dunedin,Russia,287,2015
Dunedin,Singapore,195,2015
Dunedin,South Africa,228,2015
Dunedin,Spain,110,2015
Dunedin,Sweden,283,2015
Dunedin,Switzerland,452,2015
Dunedin,Taiwan,180,2015
Dunedin,United Kingdom,9315,2015
Dunedin,United States of America,24443,2015
Fiordland,Australia,78418,2015
Fiordland,Austria,159,2015
Fiordland,Belgium,208,2015
Fiordland,Brazil,309,2015
Fiordland,Canada,4189,2015
Fiordland,"China, Peoples Republic of",1525,2015
Fiordland,Denmark,146,2015
Fiordland,France,414,2015
Fiordland,Germany,1624,2015
Fiordland,Hong Kong (Special Admin Reg),440,2015
Fiordland,India,122,2015
Fiordland,Ireland,185,2015
Fiordland,Israel,247,2015
Fiordland,Italy,245,2015
Fiordland,Japan,1380,2015
Fiordland,Malaysia,352,2015
Fiordland,Mexico,436,2015
Fiordland,Netherlands,367,2015
Fiordland,New Zealand,6676,2015
Fiordland,Philippines,150,2015
Fiordland,Russia,284,2015
Fiordland,Singapore,202,2015
Fiordland,South Africa,235,2015
Fiordland,Spain,121,2015
Fiordland,Sweden,279,2015
Fiordland,Switzerland,480,2015
Fiordland,Taiwan,180,2015
Fiordland,United Kingdom,9783,2015
Fiordland,United States of America,24092,2015
Golden Bay,Germany,404,2015
Kaikoura,Australia,281,2015
Kaikoura,United Kingdom,161,2015
Kaikoura,United States of America,734,2015
Lyttelton,Germany,405,2015
Marlborough Sounds,Australia,26483,2015
Marlborough Sounds,Austria,110,2015
Marlborough Sounds,Belgium,135,2015
Marlborough Sounds,Brazil,120,2015
Marlborough Sounds,Canada,2462,2015
Marlborough Sounds,"China, Peoples Republic of",685,2015
Marlborough Sounds,France,243,2015
Marlborough Sounds,Germany,1283,2015
Marlborough Sounds,Hong Kong (Special Admin Reg),210,2015
Marlborough Sounds,Israel,121,2015
Marlborough Sounds,Italy,126,2015
Marlborough Sounds,Japan,181,2015
Marlborough Sounds,Malaysia,169,2015
Marlborough Sounds,Mexico,131,2015
Marlborough Sounds,Netherlands,193,2015
Marlborough Sounds,New Zealand,1193,2015
Marlborough Sounds,South Africa,166,2015
Marlborough Sounds,Switzerland,335,2015
Marlborough Sounds,United Kingdom,4059,2015
Marlborough Sounds,United States of America,11468,2015
Napier,Australia,68351,2015
Napier,Austria,110,2015
Napier,Brazil,192,2015
Napier,Canada,2497,2015
Napier,"China, Peoples Republic of",1137,2015
Napier,France,130,2015
Napier,Germany,969,2015
Napier,Hong Kong (Special Admin Reg),228,2015
Napier,Ireland,102,2015
Napier,Israel,123,2015
Napier,Italy,248,2015
Napier,Japan,180,2015
Napier,Malaysia,268,2015
Napier,Mexico,131,2015
Napier,Netherlands,312,2015
Napier,New Zealand,3007,2015
Napier,Philippines,100,2015
Napier,Russia,159,2015
Napier,Singapore,130,2015
Napier,South Africa,153,2015
Napier,Switzerland,245,2015
Napier,Taiwan,119,2015
Napier,United Kingdom,3754,2015
Napier,United States of America,12053,2015
Nelson,France,161,2015
Nelson,Germany,407,2015
Nelson,United States of America,309,2015
Stewart Island,Australia,405,2015
Stewart Island,Germany,492,2015
Stewart Island,United Kingdom,393,2015
Stewart Island,United States of America,1346,2015
Tauranga,Australia,86366,2015
Tauranga,Austria,210,2015
Tauranga,Belgium,225,2015
Tauranga,Brazil,361,2015
Tauranga,Canada,4836,2015
Tauranga,Chile,116,2015
Tauranga,"China, Peoples Republic of",1969,2015
Tauranga,France,480,2015
Tauranga,Germany,3410,2015
